"","ID","condition","admiration","beauty","boredom01","boredom02","empathy","imagination","interest01","interest02","liking","nostalgia01","nostalgia02","isp01","isp02","isp03","isp04","isp05","ispa","distance","travelDistance","distancePre","travelDistancePre","dataLength","dataLengthPre"
"183","hwU7BL1X","P",1,1,5,4,1,1,1,1,3,1,1,1,1,2,1,1,1.2,5.29559908998072,473.498363241921,2.95366614188488,89.599807749722,5870,4874
"184","GD6yo6JH","P",2,2,4,4,2,2,2,2,2,1,2,2,4,2,2,2,2.4,7.98940947954257,247.459499778901,2.67499608144966,75.8123219407053,5919,4039
"185","0LbIayBj","W",3,3,2,2,2,2,2,3,2,2,2,5,4,4,4,5,4.4,7.76398539208745,389.598055483414,2.9946482231666,95.174774088103,5960,3606
"186","yt7UFdu0","W",2,3,4,4,2,1,2,2,3,2,1,2,3,4,3,3,3,7.34028275591201,308.614066205635,2.76864306953797,127.442206317806,5022,9771
"187","1kctvF1k","W",2,3,5,5,1,1,1,1,2,3,2,1,2,4,4,1,2.4,5.68568419299458,272.820012081528,3.02800169598314,87.9442847083992,5929,4362
"188","RF9ahvyx","I",1,1,4,4,5,1,1,1,2,4,4,2,2,3,2,2,2.2,11.1429798980655,918.67843535066,2.81799766895335,404.150531998477,5963,5761
"189","YrxbmnlQ","I",3,4,4,3,3,1,2,4,4,5,2,2,5,4,3,3,3.4,5.68708449364769,422.040033934167,2.76935610652502,181.732249529988,5951,13839
"190","woCt2WqQ","P",2,2,4,4,3,1,2,2,4,1,1,1,2,4,4,3,2.8,5.81646796777639,273.222183089685,2.73630945150734,127.161496093647,5422,5378
"191","OSW60kmu","I",2,2,4,4,2,2,3,3,3,3,3,2,2,3,3,3,2.6,5.90359303731772,348.293363513743,2.31198364311812,99.6018050657447,5944,5518
"192","mtZGOV6G","I",2,6,2,3,6,1,3,5,5,6,5,1,3,5,6,6,4.2,5.49027395722224,340.767002363908,2.73822518965939,74.169119119256,5887,4771
"193","FygByLSl","I",3,6,4,5,5,1,1,2,5,1,0,4,2,5,4,4,3.8,6.6938662461486,457.740431246815,3.14758008582617,94.3292531834719,5900,1968
"194","qts9bqxw","P",0,1,6,6,4,2,1,1,2,5,5,2,3,2,6,6,3.8,7.25123046804381,445.535189927902,2.9834426357588,85.2145866411177,5737,9442
"195","dUueuOA2","P",0,2,6,5,3,0,0,0,2,6,0,1,4,6,2,2,3,6.93438782098866,446.262151408906,2.14759382807239,81.8592210095936,5865,8486
"196","FYuKTEGn","P",4,4,2,2,4,3,5,5,3,5,3,3,4,5,5,5,4.4,6.1088509494558,229.457911156584,2.69255368625658,102.939022535604,328,1131
"197","tnxAWlGz","I",3,3,4,3,2,1,2,2,3,4,2,2,3,5,2,2,2.8,6.22796893398914,285.2777780746,2.57236266962898,95.1766438638266,4717,4206
"198","xNDnQIWT","I",5,6,3,2,5,4,4,4,5,3,4,5,5,6,5,4,5,7.78298102765049,137.075145611618,2.85200067697024,53.392523832829,5827,8444
"199","LLWbHHDM","W",3,3,3,3,3,3,3,3,3,5,4,3,4,3,4,4,3.6,6.58277611200028,308.834463437499,2.62417372797212,92.5085079747558,5838,4100
"200","xVMRzpq4","I",1,4,5,5,1,2,5,5,5,4,1,5,4,6,5,4,4.8,7.67843626740008,978.289828896061,2.73281385026051,61.4962930079222,5842,6193
"201","zTiGxCQy","P",2,2,5,2,3,3,2,1,2,2,2,3,3,2,3,3,2.8,6.49720931532288,244.642695521532,2.56990876232999,57.2931268653739,1812,3165
"202","KL7rITcF","P",2,3,4,5,1,1,1,2,3,2,1,1,5,4,4,4,3.6,8.95546655859216,588.10573108722,3.03016073837559,189.793055096029,5785,6010
"203","q7i7uCRr","I",1,1,4,4,2,2,1,1,1,5,3,0,2,3,3,4,2.4,6.72830683018113,611.360089417694,2.83206927940456,145.017294383804,5914,19656
"204","i9SopNPc","W",2,2,4,5,2,2,2,1,2,4,1,2,4,2,2,3,2.6,6.8925587033863,511.734330737463,2.45867708088878,141.666577881178,3644,5674
"205","iLUSpWQy","W",3,2,2,2,5,4,4,4,4,4,5,4,5,5,5,5,4.8,5.6593830448122,220.527910738684,2.65452114114375,63.1258233084941,5933,5523
"206","aUwJtZzg","P",2,4,4,3,4,4,2,2,4,4,2,2,4,4,4,4,3.6,4.7862400363973,305.239333676395,2.72895942629683,44.305540453463,5309,1240
"207","8yVU8Il3","I",2,4,6,6,1,0,2,0,2,1,1,0,4,5,0,0,1.8,9.18025099385901,146.983296687629,3,4.44089209850063e-16,5879,245
"208","n1PjqhUu","W",1,2,5,5,3,4,1,1,1,6,4,4,4,1,4,3,3.2,6.8133686458557,744.099876279987,2.96240650829912,92.6250846354122,5960,4280
"209","0yEFSuSN","W",2,1,3,2,4,2,3,2,4,4,4,5,2,5,4,3,3.8,65.1878334215269,4252.92213690762,3.28128583814066,423.443108631751,4398,8471
"210","sCJtd6Uw","I",4,4,3,3,4,3,3,3,5,4,3,3,3,4,3,3,3.2,10.7658093226864,322.91696492685,3.6135989288627,60.6655579368394,93,207
"211","L0YH6N75","W",2,2,5,2,2,2,1,2,1,3,2,3,2,3,4,4,3.2,9.22034465521385,209.933487405711,2.97529890840542,119.127884663841,5955,4708
"212","VWe1gH3n","W",1,2,5,4,2,1,0,1,2,2,0,1,3,3,2,2,2.2,7.96395998240126,447.875383702349,2.952639975301,189.603776266857,5850,14961
"213","dyuB4JNS","W",2,1,5,6,2,2,1,1,2,4,2,2,2,4,2,2,2.4,5.51004546088816,365.676626452478,2.45164916848018,190.404019559356,5948,9913
"214","g3uAGiuJ","I",2,2,6,6,3,2,1,1,3,2,1,1,2,3,2,3,2.2,5.45917712177246,158.915405265248,2.5812997829346,45.0911569554194,2280,5779
"215","7UhwV8TD","P",4,3,2,2,4,4,5,4,4,5,5,4,5,4,4,5,4.4,7.09509547270134,798.700915624667,2.9693089616879,140.649724234357,5918,3198
"216","4YtevUpO","W",2,2,5,4,3,1,0,1,1,4,5,1,2,1,1,0,1,7.03366517703556,199.075905081658,2.94240285599754,201.776107782261,5931,9195
"217","WwDaIPdp","P",2,2,4,4,2,2,2,2,2,2,2,2,3,2,4,4,3,5.62380067771354,264.538417698507,2.76597160250463,107.600890261482,5936,4197
"218","Fo0V1vah","P",1,4,6,6,4,2,1,1,2,2,1,2,3,6,3,3,3.4,4.54948614722565,351.889957348813,2.66566540546001,215.200725042147,5965,5289
"219","5Wfrvmvr","W",1,2,6,6,2,1,1,0,2,1,1,1,2,4,5,4,3.2,5.4681599790861,235.634052225101,2.85910208839856,112.730108721623,5085,2384
"220","Gp51L629","W",2,1,6,5,2,2,1,1,2,1,2,2,2,3,4,2,2.6,8.72123844416605,36.2911540919055,3.02333356802239,54.3029666589398,4,448
"221","X95kVqvA","P",2,2,4,4,3,2,2,1,2,1,2,2,3,3,4,3,3,8.15867317113786,238.580498040037,2.81311899554358,83.4891409441052,4293,6619
"222","UUnscycE","P",2,3,4,5,3,3,4,3,5,4,3,4,5,4,5,5,4.6,6.95729495077712,192.545635241794,2.78861371781324,80.9077052216889,1521,6423
"223","ytq9NRbw","I",2,2,4,3,3,4,3,2,2,5,5,4,4,3,5,4,4,7.10918583527607,613.776378631186,3.13290489243039,143.667068095116,5943,6652
"224","Pvhc87Fq","P",2,1,4,5,0,1,2,0,2,5,4,2,5,1,5,5,3.6,7.51114665299322,468.147481011121,2.73671704065116,153.365205735814,5949,8172
"225","T7UvIMje","W",2,3,5,2,2,2,1,1,2,2,1,2,3,3,2,2,2.4,10.2585765915768,260.469031208185,2.78986586497877,150.64974591996,1710,7018
"226","TUYiMJXX","W",3,2,4,4,2,3,2,2,2,3,3,3,3,3,2,2,2.6,7.07738829411816,508.417450256627,2.33294728510865,128.723080551758,4054,10017
"227","ccJh3pmp","P",3,4,3,3,4,2,3,4,4,3,2,3,3,4,4,4,3.6,8.72123844416599,731.338003158414,3,254.243290946225,23560,15274
"228","nckyfjDf","I",3,3,5,5,2,2,2,2,3,2,1,2,3,5,3,3,3.2,7.2904441857765,87.9386379584454,2.93513538259754,57.6447546326096,5938,4177
"229","kCbBPLJR","I",2,0,4,4,1,2,1,2,1,0,0,1,1,0,0,1,0.6,7.09536365986342,565.571886863628,2.75096496612519,194.9978238162,4465,3474
"230","R1NfgVZa","W",2,2,4,5,2,1,2,2,2,2,1,2,2,2,2,1,1.8,7.80412543901394,408.177030767231,2.4849103426391,209.452722319601,5860,10522
"231","y2GQNmLR","W",2,2,5,4,2,1,2,2,2,2,1,1,2,4,2,2,2.2,5.49260401746205,172.31130554929,2.66655318181596,196.627632500933,4205,4388
"232","DmNMBDgl","W",2,4,3,3,4,2,3,3,4,2,2,2,4,4,4,4,3.6,3.59960875972937,71.2804578158906,3.37227982037788,244.739945978838,5953,12027
"233","BKSa87ii","P",3,3,3,3,4,4,2,2,3,5,2,4,5,3,5,4,4.2,5.67398020964558,274.381459279893,2.95680822505749,106.343950543586,5939,3180
"234","Ol5Ft6Mb","W",2,1,5,2,2,2,2,2,2,0,1,1,3,2,3,4,2.6,5.26662941419597,494.600256206009,2.56462737827172,555.372870644886,5843,4180
"235","gnxUtvbO","W",3,3,4,3,3,3,3,4,3,4,2,4,4,5,4,4,4.2,6.21171987918644,184.291690762293,2.55504614245532,172.330381138836,5961,9736
"236","tYWcffle","P",2,2,5,5,2,1,1,2,1,4,4,1,2,1,3,3,2,5.52521082090767,301.247061311456,2.73914078944014,61.8396146302313,4144,2932
"237","uHkC5YFX","P",3,2,3,4,3,2,3,3,5,1,2,2,4,4,5,6,4.2,7.04645574303494,589.103257277866,2.72469602041257,234.613474462595,5836,9330
"238","SAQNRm6I","W",1,1,6,5,2,0,1,1,2,3,1,1,2,2,1,1,1.4,8.56188657921456,215.25294796877,2.84228540809816,38.8319780325685,5581,3975
"239","59a2V1Rd","I",4,5,4,4,4,4,4,4,6,2,1,5,5,6,5,5,5.2,9.38796121806358,404.716067741926,2.66629350044501,55.5013493714555,5845,7700
"240","G0BMvr4B","I",3,3,3,5,4,2,2,3,4,5,2,2,2,4,3,3,2.8,8.72123844416605,61.2393546886523,2.99922958545706,48.983740129017,96,356
"241","xhMdGdFA","I",1,4,4,4,5,1,1,2,4,5,4,2,3,2,4,4,3,8.92400376273588,706.761528438919,2.84505038395323,98.061988382681,4452,5104
"242","GBv6CTxW","P",2,1,4,4,3,2,2,2,2,5,4,2,4,2,1,3,2.4,4.54798437746876,242.216679602257,2.61514337216708,99.242542410225,5886,7639
"243","PGoFvk73","I",2,6,2,1,6,4,2,5,6,6,5,5,5,6,6,6,5.6,8.72123844416604,49.8307774353725,2.80311630357613,110.578553556265,1131,7556
"244","oSnxvpuX","W",1,2,5,4,1,1,1,1,2,2,1,2,2,1,2,2,1.8,5.32793492199097,452.564796484295,2.60449166248364,185.90995317204,5959,3789
"245","8qpKfq9t","W",2,1,5,5,2,2,2,2,1,1,1,2,2,2,2,3,2.2,4.51977033855366,369.606312480211,2.97523127235094,151.085633523155,2336,1360
"246","xyOZ45GF","P",1,2,5,6,4,1,0,1,2,4,4,2,3,2,2,2,2.2,6.17476127284831,495.340607897552,2.7870759511635,82.4858928530268,5807,3793
"247","1OotmhlV","I",1,1,5,5,3,2,1,0,1,4,2,1,2,1,2,2,1.6,4.06983719285066,215.645182488723,2.59559465695685,122.673812225716,5893,11966
"248","cm5HWKHT","I",3,4,4,4,4,2,2,2,4,2,2,3,2,4,4,4,3.4,7.54523593181823,371.65068778058,2.73433936176528,52.3793784543888,5936,6508
"249","h5tBhtlR","W",2,2,4,4,2,1,2,2,2,4,2,3,3,4,3,4,3.4,8.61775922677066,460.104185190069,2.89772494443166,21.4691578540418,5929,2991
"250","tRw9jJ9G","P",2,2,5,4,4,1,2,2,2,3,3,2,2,2,3,4,2.6,5.40389643049816,338.975052779763,2.54398599287575,72.352810655349,5915,5853
"251","d1e42kC8","I",2,2,4,4,1,2,2,2,2,2,2,2,3,3,2,2,2.4,9.54134949140044,284.668108481415,3.16298171762682,141.451936535601,3348,8582
"252","3H5ZefpP","I",0,1,6,6,1,0,1,0,0,5,0,2,1,3,2,2,2,4.71183967314984,299.031460236623,2.74564780981157,141.799230070097,5922,6250
"253","Hn1ocRzJ","I",2,2,5,2,5,2,2,2,3,5,6,5,6,6,5,6,5.6,6.49606044252739,154.053405442914,2.36464383122291,71.4716023495541,2688,4058
"254","QnJSCE8Y","P",2,1,6,5,2,1,1,1,1,5,1,1,4,5,4,5,3.8,8.73256659356926,396.632703095165,3.11477881458345,283.135729712408,2073,13619
"255","mYjhJL8W","P",2,0,5,5,2,1,1,1,1,1,2,2,4,2,5,5,3.6,6.71441368552591,360.169677062996,2.53408823568691,75.2160638973001,5537,5983
"256","CgmI9jFo","W",1,4,5,2,6,2,1,1,5,1,0,5,5,6,5,5,5.2,8.28010526028158,397.777402079358,5.43738305680573,178.553143504318,5551,7837
"257","cBCuZ6Ts","I",2,2,5,4,2,2,2,2,2,2,2,2,2,3,2,3,2.4,7.38453477937431,228.084304584443,2.81123854770763,86.9794609833113,350,1049
"258","53ywni4e","P",2,2,5,5,2,2,2,1,2,2,2,2,2,1,2,2,1.8,8.72123844416605,59.4307720612731,3,33.9409019439651,5962,4936
"259","HOpNxyuo","P",2,1,5,5,2,1,0,0,2,2,1,2,4,2,4,2,2.8,5.67780219636474,240.077157949771,2.76318483016183,165.817806917804,149,403
"260","5jMA1bIh","I",3,3,3,2,3,4,3,2,3,3,3,3,4,3,3,4,3.4,7.61622298258202,130.048753562731,2.5987833453262,27.3659887853003,53,129
"261","STq8y20b","I",5,4,2,2,3,4,5,5,5,5,4,4,4,3,5,3,3.8,7.40824368539087,111.455771700681,2.76818218961818,992.26148865785,1253,37749
"262","ibm5NzmF","I",1,2,5,5,3,3,2,2,2,4,2,3,4,3,3,4,3.4,6.80873449024592,182.114299411594,2.86342865355019,39.910819342205,1649,1638
"263","J5WvBBYq","I",2,3,2,1,2,2,5,5,5,6,4,5,5,6,6,6,5.6,6.58666479931895,247.973723818397,2.70519367381465,45.9831380691407,5254,3885
"264","HMN1tYLj","P",1,2,5,5,3,0,2,1,4,5,2,2,2,3,3,4,2.8,4.04860934236598,237.432924259879,2.3428362741681,116.759245073232,5779,6998
"265","KqUppSgm","W",1,1,5,6,1,1,0,0,1,0,0,4,4,5,5,6,4.8,5.09248694994065,582.976367600967,5.99889476237392,597.639211413546,5883,2763
"266","d3VImZ9A","W",1,0,5,6,4,1,1,1,4,0,0,1,4,2,4,4,3,6.62479252250681,376.932411401908,2.4155240357331,69.3495226968365,5931,4518
"267","Vn6uwNEl","W",3,2,4,4,3,1,2,1,2,5,2,2,3,6,3,3,3.4,4.0942015323812,185.480949201147,2.87431492174559,80.0603800822778,5685,3139
"268","JZnw2qKR","W",2,3,6,5,2,2,2,1,2,5,1,2,2,3,4,4,3,5.81535589428989,358.37403696041,2.15402535128822,66.8414037820004,5967,2730
"269","e65VhTc1","P",4,2,3,2,1,2,2,2,2,3,1,1,2,5,4,3,3,13.0640639441763,88.9693746558424,3,4.44089209850063e-16,40,17
"270","fwpKch1w","I",2,1,5,3,3,3,2,2,1,3,1,2,2,4,3,3,2.8,7.41767106650865,313.708675935274,2.68490446481682,54.5506495197513,1550,1071
"271","NXbtvuF9","W",1,1,5,5,2,1,1,1,1,2,1,2,2,2,1,2,1.8,6.23717546329455,459.254757985156,2.67315735804481,51.218445232976,5841,1572
"272","c7wrggBd","I",2,2,5,5,2,1,2,2,2,4,2,2,1,2,1,2,1.6,6.83324811470465,302.106473670561,2.66557408644107,117.592972255137,5026,3909
"273","Nondov44","W",1,1,6,6,1,0,0,0,1,2,0,1,2,2,1,2,1.6,6.18324896864,283.521609874897,2.29946117746346,21.1552456719789,5850,2637
"274","sZQBg9mS","W",1,0,5,6,1,2,1,1,3,4,2,2,4,0,5,2,2.6,6.42960983919042,422.277149857738,2.87849301343027,116.279369676009,5896,6587
"275","KBdaxiiB","I",1,2,5,5,2,2,1,2,1,3,3,2,2,1,2,2,1.8,4.42816289099086,301.715604906885,2.60609156588357,47.8314863401681,5970,3961
"276","y89G0a3D","I",2,2,5,4,4,2,2,2,2,4,4,2,2,2,4,4,2.8,7.03409022895737,212.721535301288,3.11970740895685,82.5750538240617,224,1083
"277","IK44dXK9","P",2,2,4,4,3,1,2,2,3,4,2,2,3,2,2,3,2.4,3.57567182154147,171.863290414782,2.64155043675375,22.2533150672425,5902,977
"278","P5zsHc81","I",2,3,5,5,5,0,1,2,4,5,2,2,3,4,2,2,2.6,9.25834897989215,2143.46339405172,3.13371177026652,0.998104679982501,5877,434
"279","PQ1TVXYA","P",2,2,5,6,3,1,1,1,2,4,3,2,2,1,2,2,1.8,3.72691827903276,201.023385886502,2.88536801935674,56.6402805610967,3656,3177
"280","18Pv6KGu","P",1,2,5,5,2,1,1,2,2,2,0,2,3,1,1,1,1.6,9.51965769808432,488.937021162927,2.71032657915399,42.7487485703022,5632,2650
"281","JlNI9CxO","I",1,0,6,6,1,0,1,1,1,0,0,0,0,0,0,1,0.2,7.69188867183307,412.962155179895,2.98683093803336,153.063048812155,208,847
"282","77cC7TTd","W",2,3,5,5,4,2,3,3,4,4,1,3,3,6,5,5,4.4,6.02883893996348,509.034075387998,2.86760818437216,151.873782187182,575,410
"283","aywx7tod","W",3,2,4,4,3,2,2,3,3,2,2,3,3,5,4,3,3.6,5.59543001670674,513.902527062215,2.57694412285225,65.2852092468303,5642,962
"284","NQ4C9tsS","I",1,2,5,4,3,0,1,0,2,5,2,1,2,2,1,1,1.4,8.00909277023785,1252.93912098308,3,4.44089209850063e-16,5899,321
"285","mV08XCTn","I",1,1,6,5,1,1,1,2,2,2,1,2,2,1,5,5,3,8.78699863050444,287.309768863201,2.72657853853267,53.7166093829855,5308,2657
"286","cwTfilWX","P",3,3,4,4,3,2,2,2,3,4,2,2,2,3,2,2,2.2,6.49926726394333,549.608623144823,2.71201048028399,81.2384872946095,4490,1365
"287","KvcnNCjN","W",2,0,6,5,3,1,1,1,1,1,2,3,4,2,5,5,3.8,5.31772035827089,195.427037697305,2.87299927256016,66.8675264786229,573,860
"288","fAmz5c4R","I",1,2,6,5,3,2,1,1,2,4,4,1,2,1,2,2,1.6,5.52286937334568,269.357696648842,2.43758005251108,265.06918896067,5817,16476
"289","K7e648Zf","W",3,3,4,3,3,2,2,2,3,2,2,4,4,3,4,4,3.8,4.64396392062598,300.589271138465,2.84524058921902,191.800710041945,5868,6631
"290","7vEBMSHr","P",6,3,2,0,3,6,6,6,5,6,6,6,6,6,6,6,6,6.74748240715225,438.692863794315,3.03716015962228,70.0549811355638,5678,2863
"291","4wJVXhpp","W",0,1,6,4,2,0,0,1,1,0,0,0,0,2,1,2,1,6.70323468266681,346.712419031921,2.52516111486554,118.871133725373,5730,5774
"292","PlcXbpgh","P",2,4,4,5,2,2,2,2,2,3,2,2,3,2,3,3,2.6,6.45969202502379,483.148666658079,2.78687486771006,43.4557799029805,5957,1050
"293","0FkbYvgu","W",2,2,6,5,2,0,1,1,1,3,2,1,2,2,1,2,1.6,5.62348035287508,503.997803679798,2.81831720730036,36.9350025254236,5881,2312
"294","mrHoRnlK","P",1,0,5,5,1,2,2,2,1,2,2,3,4,2,2,3,2.8,7.14330825882833,366.589898940652,3.02802019338685,41.642044208806,4469,1398
"295","M7yOTaDh","P",2,1,4,5,4,2,2,2,2,5,5,2,4,2,2,2,2.4,7.48032355954787,173.034182097773,2.8447219900842,108.633043808016,119,316
"296","c9As8T9F","P",4,3,5,4,2,1,2,1,4,2,2,1,2,2,1,2,1.6,8.81905186168076,600.791270645351,4.00992349998812,306.36118405562,5943,6629
"297","OrbiGOEf","I",2,3,4,4,3,2,2,2,3,4,2,2,3,3,2,2,2.4,8.39616605819332,143.324459339953,2.78769645459589,67.5511839422537,1615,6385
"298","icIQ47Ex","W",1,0,5,5,1,1,1,0,0,2,2,1,2,0,2,2,1.4,5.19666100258527,251.67844748051,3.5085801124017,258.35736432999,5639,7119
"299","mpZl0ZHO","W",2,2,5,4,3,2,2,3,4,5,1,4,5,5,5,4,4.6,5.41385397711914,321.269501520449,2.75716669428386,55.5392557425473,5927,6137
"300","s6RqyeHM","P",2,2,5,6,3,2,1,0,2,4,1,1,2,2,1,1,1.4,8.20626568732465,94.9629454729586,2.81556243078585,120.914762918506,26,193
"301","Xnzu66uK","W",5,5,2,2,4,4,5,5,5,5,5,4,4,4,5,5,4.4,6.47830257228293,1168.36166970183,2.49218642138153,129.438667427328,14244,9850
"302","PfhIbGyw","P",1,2,5,5,2,1,2,2,3,2,1,2,3,2,3,3,2.6,7.36400711219406,360.456729859532,2.63210542340196,124.914734307374,5783,10668
"303","7vFSXuqd","I",2,2,6,5,2,1,1,1,1,3,1,1,2,1,2,2,1.6,8.72123844416605,0,2.69668491418926,84.1255420989421,2,7305
"304","4HX1qyfV","W",3,3,3,4,4,2,4,3,4,3,2,4,5,5,4,5,4.6,10.8095727448653,379.062016830367,3.01853995578026,162.544597575372,3105,12270
"305","9rp44PE5","P",3,3,5,4,4,2,2,2,4,6,3,4,4,5,5,4,4.4,5.083336234383,230.544263518617,2.8750019704742,114.786716307751,5418,10293
"306","6OO7A0dp","W",1,0,5,5,1,0,1,1,2,0,0,1,1,1,1,1,1,7.1738279721043,61.5259614938032,3,4.44089209850063e-16,5915,563
"307","RENjvKNj","P",1,2,5,4,2,2,2,2,2,2,1,2,4,3,5,4,3.6,3.249582039273,159.965844231341,2.82396601906563,40.0954083121443,2859,1238
"308","plBLGAdl","W",1,3,5,5,1,0,1,0,1,4,2,1,2,2,1,2,1.6,7.91413544376366,348.369372042783,2.90655796707517,315.167109166615,5651,10392
"309","EkHiJKDe","P",3,2,4,5,3,2,2,2,2,5,2,2,2,4,3,4,3,5.2558028326542,423.050516416526,3.24224064226098,613.153519695779,5939,10377
"310","bwT96riV","I",1,1,5,5,1,1,1,1,1,0,0,1,1,1,1,2,1.2,8.80465453678168,58.2858452365866,3.00043761473955,124.851026083247,5912,6219
"311","fHrmmqtw","W",2,2,3,3,2,3,2,2,3,4,2,3,5,3,4,4,3.8,7.76151823565146,245.003482518753,3.00428627056377,116.874526004855,985,8266
"312","npDJM64T","I",4,2,5,1,4,2,2,2,2,5,6,2,4,3,4,2,3,8.4623693452785,235.360997202718,3.03919602417323,45.2635468412794,2199,4687
"313","Bci0Rwwi","P",1,2,5,4,3,2,4,2,3,4,4,4,4,2,2,2,2.8,7.28884276323502,306.77500907449,2.82664182816312,57.7262672007222,2813,2859
"314","lGpdphtD","P",2,2,4,4,3,1,2,2,3,2,2,2,2,3,2,2,2.2,8.28517652195775,15.1165621353193,2.65252877684246,75.214097573404,110,5124
"315","I23Kxk3Q","P",3,3,3,4,3,2,2,2,4,4,3,3,3,4,3,2,3,8.72123844416605,0,2.72536147640946,55.6059145906747,2,1567
"316","xnK1Rq74","W",3,3,3,4,3,2,3,2,4,2,2,4,4,5,5,5,4.6,5.98812899586724,231.317072140498,6.729505648139,322.158168277047,5855,13796
"317","7AplEHaI","I",4,5,4,2,5,2,3,3,5,4,3,3,2,3,4,3,3,7.60801768754197,495.000856067925,2.70808157162717,255.775597242906,5912,9833
